life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
52.39,3.3,7.22,745.73,0.3608,Low
54.29,3.02,9.18,374.56,0.3345,Low
54.01,1.8,8.07,1167.24,0.3807,Low
57.52,8.85,13.46,3436.18,0.591,Medium
61.68,6.17,8.73,3524.31,0.5366,Low
76.09,9.47,9.32,14599.55,0.72,High
76.0,6.12,15.28,12997.34,0.7356,High
53.66,3.51,9.12,538.53,0.3654,Low
60.86,2.07,10.71,1461.32,0.4536,Low
58.49,4.31,6.78,1246.22,0.4216,Low
53.48,1.85,4.53,300,0.2522,Low
46.02,2.88,5.47,607.94,0.3003,Low
61.08,4.46,7.38,1824.76,0.461,Low
63.58,7.19,11.71,10358.08,0.6428,Medium
65.56,4.14,6.33,1826.23,0.4587,Low
84.86,10.81,17.84,82389.26,0.9488,Very High
78.79,10.27,17.21,27188.33,0.8565,Very High
52.42,3.23,5.4,684.74,0.3343,Low
71.83,9.66,11.24,11208.23,0.7116,High
85.33,10.31,14.65,82379.96,0.9088,Very High
81.26,14.5,16.98,54982.42,0.9501,Very High
63.47,8.33,12.31,3740.1,0.6097,Medium
45.22,2.78,11.92,1134.37,0.3922,Low
77.55,12.2,17.78,60301.27,0.917,Very High
64.27,3.23,6.12,1109.68,0.4096,Low
65.01,6.82,9.48,4148.73,0.5761,Medium
65.34,7.36,9.29,5211.81,0.5941,Medium
59.69,7.01,10.19,2957.19,0.5445,Low
74.72,10.03,13.54,43441.78,0.8187,Very High
47.55,3.28,6.85,573.19,0.3223,Low
72.41,8.16,13.32,10679.2,0.7148,High
78.93,10.33,14.92,27107.85,0.8349,Very High
58.84,9.06,9.37,2265.07,0.5409,Low
75.03,10.02,13.37,15615.08,0.7695,High
62.01,1.4,8.33,1337.44,0.413,Low
57.86,3.95,9.22,1178.15,0.4383,Low
62.39,3.59,9.89,2106.7,0.491,Low
49.17,5.09,8.37,913.3,0.3922,Low
55.29,5.55,8.73,966.6,0.4301,Low
80.4,10.75,16.48,92868.34,0.9118,Very High
74.81,9.04,14.81,10816.41,0.7519,High
74.58,7.64,12.2,26307.52,0.7486,High
81.19,10.3,15.95,63523.74,0.8971,Very High
58.08,3.98,10.33,1407.49,0.4614,Low
75.89,9.78,16.57,69810.09,0.8745,Very High
73.88,9.53,11.14,22403.44,0.7518,High
76.46,12.44,14.7,36602.13,0.8605,Very High
46.84,2.15,10.5,463.85,0.3264,Low
81.8,14.5,18,67313.2,0.9725,Very High
62.76,4.83,8.32,3213.34,0.5132,Low
54.14,4.05,11.93,1018.08,0.4412,Low
64.85,7.25,10.74,9608.49,0.6358,Medium
82.62,11.59,13.32,52723.77,0.8835,Very High
72.65,7.89,11.36,6302.52,0.6643,Medium
56.65,2.78,11.49,1600.55,0.4599,Low
68.68,10.19,13.97,8491.26,0.7151,High
62.52,4.51,5.97,1658.34,0.4443,Low
54.18,4.66,5.46,760.49,0.3671,Low
53.46,4.23,6.68,818.2,0.3765,Low
60.34,5.17,8.28,1135.52,0.4508,Low
62.42,3.29,9.93,1361.92,0.463,Low
61.71,4.94,9.35,2038.52,0.4986,Low
54.7,1.48,5.69,437.5,0.2911,Low
50.64,0.5,7.9,375.86,0.2814,Low
63.52,7.31,10.2,1613.91,0.5292,Low
63.71,7.01,7.88,1642.86,0.5049,Low
86,11.77,16.69,43471.31,0.9227,Very High
73.83,7.94,14.35,6455.33,0.7019,High
48.6,1.85,6.0,670.88,0.3068,Low
54.46,2.19,4.74,391.52,0.2817,Low
79.56,10.22,13.28,34286.48,0.8307,Very High
48.38,3.25,9.25,628.71,0.3538,Low
48.4,2.23,5.41,433.3,0.2792,Low
72.58,9.55,9.74,22343.0,0.7302,High
55.27,0.77,7.89,773.15,0.345,Low
82.94,10.24,18,48692.49,0.9132,Very High
70.11,8.91,13.85,13814.29,0.7315,High
53.91,5.7,10.42,1386.63,0.4631,Low
60.94,3.15,6.68,2274.77,0.442,Low
52.16,2.88,12.38,770.81,0.4065,Low
62.31,7.59,10.61,2080.9,0.5468,Low
53.85,3.95,10.38,1209.51,0.4351,Low
76.18,6.8,11.65,13638.19,0.7068,High
62.58,5.64,8.33,2138.54,0.5029,Low
77.09,10.72,11.93,22239.67,0.7905,High
63.39,5.87,12.26,9110.03,0.6249,Medium
55.4,4.92,6.26,937.56,0.3962,Low
61.9,6.16,7.47,1243.0,0.4662,Low
68.37,6.23,9.68,3694.59,0.5783,Medium
54.29,3.62,6.6,424.15,0.3271,Low
66.21,5.39,7.86,1116.34,0.469,Low
53.62,1.72,8.0,764.26,0.3541,Low
80.91,14.02,18,49109.51,0.9467,Very High
57.58,4.19,8.75,839.19,0.4143,Low
53.81,1.62,6.38,1450.12,0.3649,Low
60.16,3.08,6.14,1801.82,0.4193,Low
51.29,2.87,7.41,682.05,0.3478,Low
52.28,2.88,9.82,825.29,0.388,Low
72.15,10.44,11.39,18485.36,0.749,High
55.54,1.9,10.06,1132.92,0.4097,Low
62.83,2.83,9.19,1586.38,0.4582,Low
66.26,7.91,10.64,2957.84,0.5884,Medium
49.45,3.45,5.76,876.08,0.3444,Low
67.06,3.64,11.73,2686.87,0.5438,Low
79.4,9.35,13.01,17007.36,0.7815,High
48.95,2.81,5.94,695.35,0.3232,Low
60.29,4.01,8.08,1654.37,0.4548,Low
71.13,6.46,9.83,3901.68,0.5968,Medium
57.41,4.57,7.42,1202.36,0.4263,Low
67.55,7.65,13.46,5887.21,0.6567,Medium
53.48,4.1,7.68,878.84,0.3897,Low
56.55,2.3,5.95,695.72,0.3416,Low
62.83,6.77,10.44,1426.09,0.5148,Low
78.87,12.14,18,68328.57,0.9313,Very High
71.03,5.34,13.6,12405.36,0.6823,Medium
61.61,4.85,7.22,1885.8,0.4687,Low
60.33,6.2,8.96,1807.69,0.4982,Low
86,12.38,17.76,73580.98,0.9667,Very High
67.4,6.68,10.24,3251.67,0.5794,Medium
59.98,1.72,8.27,1271.32,0.4078,Low
82.05,9.68,13.73,39816.31,0.8471,Very High
72.09,11.13,13.35,14096.31,0.7631,High
69.31,9.54,9.91,8973.31,0.6736,Medium
82.25,10.71,16.38,36996.39,0.8856,Very High
75.82,8.53,13.1,14453.8,0.7479,High
69.02,6.02,13.39,4742.99,0.6315,Medium
69.01,7.4,11.91,6851.42,0.6527,Medium
50.64,4.07,3.03,570.93,0.3011,Low
78.43,6.7,13.63,8344.2,0.7126,High
49.38,5.09,5.65,596.12,0.3415,Low
79.32,11.65,16.98,60084.59,0.912,Very High
80.16,13.03,16.36,40298.06,0.9067,Very High
60.47,1.71,9.87,3399.62,0.4789,Low
79.54,14.5,18,58859.54,0.9538,Very High
70.54,11.62,15.51,8533.25,0.7532,High
59.13,6.49,9.19,1942.73,0.503,Low
71.12,10.76,12.92,12555.29,0.7441,High
78.74,9.7,13.13,14877.17,0.7774,High
86,9.31,16.91,69045.95,0.9167,Very High
61.21,5.85,11.38,2797.38,0.5464,Low
48.6,6.73,7.02,1277.35,0.4141,Low
71.09,5.27,10.55,5569.24,0.607,Medium
72.22,8.73,10.57,13606.81,0.7038,High
51.33,1.59,9.98,998.94,0.381,Low
83.13,8.8,15.1,35115.48,0.8495,Very High
62.28,6.27,10.46,5071.57,0.5777,Medium
73.11,9.28,10.81,4863.95,0.6636,Medium
74.45,7.77,16.02,18110.87,0.7738,High
55.64,2.06,5.13,471.05,0.3004,Low
53.86,2.64,7.2,475.72,0.3282,Low
53.2,4.64,5.14,587.8,0.3438,Low
57.54,3.53,10.03,731.03,0.4096,Low
60.24,2.11,4.87,751.14,0.3384,Low
61.78,2.82,7.34,703.68,0.3835,Low
70.41,9.55,13.03,10620.02,0.719,High
73.16,9.36,13.4,14818.6,0.7504,High
73.89,12.61,16.27,27142.71,0.8491,Very High
79.77,10.95,15.93,55284.25,0.8914,Very High
72.96,7.43,12.67,11671.63,0.7056,High
68.11,7.69,10.41,7694.74,0.6423,Medium
80.22,7.88,13.88,15404.23,0.7704,High
53.67,5.28,10.49,1325.29,0.4555,Low
63.63,4.25,8.12,675.25,0.4143,Low
71.73,7.94,11.62,10685.35,0.691,Medium
78.54,11.85,14.34,40906.56,0.8659,Very High
47.44,0.5,8.36,677.8,0.312,Low
81.22,10.68,16.91,78050.16,0.9196,Very High
76.21,8.96,12.86,46065.07,0.8069,Very High
63.59,2.87,7.3,1684.36,0.4404,Low
78.25,11.05,15.53,23251.56,0.8386,Very High
79.84,12.63,15.48,15471.01,0.8418,Very High
72.31,7.74,14.64,12416.69,0.7303,High
86,11.39,16.35,68756.22,0.9371,Very High
75.59,8.81,15.31,15736.32,0.7775,High
65.59,4.27,11.39,3068.6,0.55,Low
75.38,8.56,15.76,11910.34,0.7633,High
67.21,6.74,9.94,4613.42,0.5948,Medium
57.62,3.39,10.03,1862.17,0.4644,Low
63.85,10.05,14.28,5121.87,0.6646,Medium
72.57,9.41,12.51,12582.34,0.7308,High
62.37,6.54,10.81,2597.54,0.5498,Low
60.16,3.02,8.09,1441.78,0.4328,Low
75.87,9.59,13.06,24952.73,0.788,High
83.39,9.94,13.5,34105.61,0.8467,Very High
79.86,10.77,15.36,18503.21,0.8294,Very High
74.25,7.08,13.13,4633.54,0.6623,Medium
71.58,9.8,10.9,9498.73,0.7003,High
56.34,4.04,8.93,1187.67,0.4309,Low
65.59,7.0,8.91,3616.86,0.5675,Medium
53.13,2.41,5.54,939.71,0.3432,Low
70.06,6.7,14.02,8408.41,0.681,Medium
66.16,6.63,9.85,6625.96,0.6059,Medium
59.91,5.87,7.64,1293.97,0.4593,Low
71.34,7.83,11.06,8673.6,0.6714,Medium
56.96,1.72,8.48,447.21,0.3353,Low
63.05,6.84,13.5,3900.27,0.6046,Medium
79.51,9.39,15.85,57771.57,0.8718,Very High
59.79,4.67,6.72,813.34,0.4048,Low
80.08,10.17,15.75,65212.08,0.889,Very High
56.31,3.59,10.51,887.4,0.4232,Low
73.23,10.65,16.83,26330.76,0.8277,Very High
69.99,6.21,11.0,4696.71,0.6119,Medium
61.01,6.06,9.66,4806.36,0.5579,Medium
61.0,7.93,7.39,3502.27,0.5418,Low
86,13.2,14.48,52835.94,0.9274,Very High
81.9,10.22,15.4,17388.14,0.8292,Very High
60.94,4.28,12.75,2866.86,0.5413,Low
79.05,11.9,18,75737.96,0.9339,Very High
50.01,1.58,9.01,864.9,0.3573,Low
59.48,6.67,6.06,1170.62,0.4452,Low
54.88,4.69,8.96,1204.34,0.434,Low
53.59,8.49,9.77,1037.22,0.4661,Low
78.35,10.76,14.61,53951.36,0.8671,Very High
67.43,5.6,8.94,3543.9,0.5551,Medium
60.93,8.85,12.27,2134.66,0.57,Medium
60.69,5.96,11.35,1866.01,0.5221,Low
68.64,5.48,10.38,3046.92,0.5665,Medium
76.71,8.82,12.53,18886.05,0.7627,High
83.07,10.87,13.02,45534.25,0.8661,Very High
70.93,8.91,14.76,14639.1,0.7473,High
61.11,5.57,15.55,3260.56,0.5903,Medium
66.7,8.83,9.84,14376.08,0.6738,Medium
59.45,5.67,12.78,1750.43,0.5226,Low
74.21,9.95,13.82,9871.86,0.7453,High
47.54,5.32,5.31,500.11,0.3223,Low
72.89,7.52,10.58,12572.97,0.6865,Medium
82.18,12.25,16.85,43344.27,0.9161,Very High
62.07,10.01,12.24,4920.96,0.6354,Medium
70.81,7.49,12.1,7479.09,0.6682,Medium
59.66,5.11,4.04,898.85,0.3854,Low
74.96,11.15,16.38,51903.7,0.8706,Very High
77.48,5.64,11.11,11367.91,0.6797,Medium
83.07,9.91,16.18,30265.97,0.8675,Very High
61.69,7.07,9.13,3214.41,0.548,Low
53.81,4.78,4.35,793.13,0.3572,Low
63.43,7.84,10.73,2404.12,0.5642,Medium
56.4,2.72,6.39,855.57,0.3652,Low
63.8,6.23,10.69,4258.57,0.5776,Medium
64.13,8.31,12.94,7996.69,0.6589,Medium
79.26,10.7,16.42,22195.08,0.8457,Very High
70.71,6.06,11.84,12923.84,0.6725,Medium
78.59,10.07,14.55,22247.79,0.8165,Very High
64.83,9.54,14.58,15164.51,0.7232,High
82.31,14.5,18,90345.3,0.9805,Very High
82.71,7.6,16.45,37319.84,0.8494,Very High
70.58,10.17,13.96,13628.09,0.7488,High
75.71,7.5,14.33,22482.96,0.7688,High
82.71,12.17,17.57,92600.51,0.9517,Very High
66.83,6.36,11.35,3260.16,0.5847,Medium
57.58,6.1,10.93,1443.95,0.4908,Low
69.49,10.1,13.61,14958.1,0.7439,High
82.82,12.75,13.1,35163.08,0.8773,Very High
62.13,5.16,9.16,2541.66,0.5132,Low
54.26,2.28,6.9,659.61,0.3427,Low
77.92,9.63,15.87,26403.1,0.83,Very High
82.45,11.65,14.17,55348.29,0.8949,Very High
85.36,9.81,17.59,48911.83,0.9137,Very High
48.29,2.43,7.84,549.73,0.3224,Low
61.26,4.87,10.35,1565.37,0.4914,Low
81.6,14.5,13.05,60759.05,0.919,Very High
58.53,2.05,6.54,613.17,0.3437,Low
64.65,6.49,5.97,1373.94,0.4702,Low
85.99,12.62,14.02,57343.21,0.9195,Very High
85.63,13.98,15.0,52998.84,0.9422,Very High
82.67,11.94,12.96,38493.93,0.8693,Very High
68.98,7.07,12.51,8414.01,0.665,Medium
52.36,4.69,10.76,1502.22,0.4527,Low
65.42,9.67,13.92,12492.47,0.7123,High
55.62,3.67,3,750.1,0.3249,Low
47.74,0.5,3.37,459.47,0.2214,Low
84.47,11.2,14.87,22146.3,0.8601,Very High
82.93,10.1,14.29,31919.12,0.852,Very High
79.6,11.45,14.13,55989.78,0.8787,Very High
55.5,6.37,8.41,1137.54,0.4473,Low
55.82,3.76,10.8,590.67,0.3976,Low
76.2,12.15,14.39,23706.45,0.8314,Very High
81.16,12.02,16.64,50825.55,0.9143,Very High
73.43,12.61,10.18,21085.34,0.776,High
81.79,11.91,14.85,53589.66,0.9006,Very High
82.97,14.3,17.03,77818.07,0.9726,Very High
62.84,7.32,10.11,5690.89,0.5955,Medium
61.87,5.1,10.57,1479.9,0.4953,Low
59.51,6.09,7.36,2535.48,0.4944,Low
54.69,2.48,5.31,888.65,0.3436,Low
62.09,5.6,12.67,3221.66,0.5677,Medium
61.35,6.44,11.28,2049.0,0.535,Low
79.84,11.94,15.81,33675.12,0.8782,Very High
80.03,12.25,16.1,44995.6,0.9001,Very High
64.67,7.68,14.06,15278.93,0.6962,Medium
61.35,1.07,6.93,530.2,0.3319,Low
52.53,5.97,7.12,786.57,0.3954,Low
59.04,7.34,11.84,4812.65,0.5864,Medium
77.93,8.91,15.6,34756.89,0.8317,Very High
61.61,7.15,7.56,3022.2,0.5287,Low
71.51,8.65,14.12,9073.87,0.7161,High
79.7,10.66,10.93,23072.67,0.7924,High
78.73,12.06,16.78,21020.07,0.859,Very High
56.62,0.73,5.99,729.97,0.3184,Low
77.88,7.71,9.76,13476.98,0.7036,High
56.99,6.95,11.91,7734.41,0.5946,Medium
79.47,11.25,13.81,24563.99,0.8325,Very High
60.09,6.16,9.44,2124.02,0.5106,Low
81.84,13.83,16.56,27067.37,0.9051,Very High
64.84,9.37,9.93,12267.13,0.6656,Medium
81.48,11.63,18,60359.62,0.9329,Very High
80.27,11.61,15.56,29161.23,0.8669,Very High
51.44,2.46,7.06,1097.43,0.3651,Low
54.02,4.0,8.18,630.32,0.3744,Low
64.42,8.2,14.95,12877.62,0.7016,High
86,11.35,18,51049.08,0.9387,Very High
55.98,1.75,7.83,568.43,0.3422,Low
74.52,8.53,12.41,10189.85,0.7169,High
55.01,3.08,7.18,941.13,0.3806,Low
79.9,11.77,15.21,42079.68,0.8817,Very High
59.45,2.14,6.0,335.72,0.2978,Low
50.32,5.98,10.67,1145.99,0.44,Low
62.72,6.61,8.3,2299.3,0.5196,Low
79.51,9.05,14.79,21342.27,0.8086,Very High
81.67,13.2,14.98,30536.31,0.8888,Very High
61.63,6.62,12.3,3671.75,0.5809,Medium
84.24,11.54,12.72,56363.12,0.887,Very High
72.41,11.67,13.97,36078.31,0.823,Very High
58.75,2.83,8.2,1009.79,0.4064,Low
79.87,6.4,15.55,10948.02,0.7498,High
78.83,11.93,14.48,30975.2,0.856,Very High
86,14.5,17.6,91544.75,0.9906,Very High
78.55,11.72,14.06,27802.1,0.8427,Very High
58.3,7.74,11.27,8082.86,0.6067,Medium
75.6,9.57,11.31,22430.2,0.7623,High
77.49,10.3,16.38,23868.24,0.8359,Very High
61.05,4.97,9.05,2908.87,0.5118,Low
78.93,8.53,11.6,9202.43,0.7215,High
72.19,11.76,11.73,12314.28,0.7483,High
61.81,7.79,10.02,4438.13,0.5831,Medium
77.1,14.1,15.27,66045.15,0.9168,Very High
59.13,4.49,6.81,1340.74,0.4308,Low
81.09,12.25,12.02,45066.25,0.8636,Very High
62.14,7.0,12.0,3013.23,0.5739,Medium
52.09,3.94,5.24,582.3,0.3314,Low
83.05,12.94,13.65,43636.67,0.8971,Very High
76.32,9.0,12.62,12989.33,0.7456,High
83.29,11.64,12.45,44263.03,0.8697,Very High
52.92,3.78,12.32,3963.74,0.5089,Low
66.54,8.99,10.52,10682.41,0.6687,Medium
59.43,4.34,7.88,2492.34,0.475,Low
68.67,8.61,9.04,8678.18,0.6477,Medium
79.19,10.22,13.38,31708.78,0.8263,Very High
69.48,6.57,9.13,5386.06,0.6006,Medium
81.36,11.81,15.26,26562.16,0.8665,Very High
56.42,7.35,10.2,2025.6,0.5125,Low
80.75,9.93,16.5,40478.9,0.8746,Very High
85.66,13.56,15.1,86996.29,0.9552,Very High
59.01,4.87,9.79,1775.53,0.4838,Low
68.63,9.7,11.89,7202.79,0.6811,Medium
78.38,11.22,15.39,44589.9,0.872,Very High
64.39,5.69,11.51,6671.24,0.6042,Medium
69.88,5.07,12.52,5669.57,0.623,Medium
84.64,13.68,18,77398.85,0.9833,Very High
84.68,12.37,14.84,45792.2,0.9123,Very High
72.19,11.5,16.01,21134.76,0.8132,Very High
83.02,9.52,12.16,14509.93,0.7817,High
69.81,7.16,10.06,8815.36,0.6453,Medium
83.81,11.2,13.36,36001.75,0.8661,Very High
66.65,6.99,12.78,6033.88,0.6393,Medium
63.84,6.25,12.83,4442.51,0.6021,Medium
66.54,6.21,11.19,5664.14,0.6092,Medium
62.69,5.18,8.89,2013.2,0.5,Low
61.89,4.11,7.46,4857.61,0.5067,Low
76.27,11.91,15.97,34353.98,0.8625,Very High
83.75,12.77,13.08,24403.5,0.8629,Very High
65.04,8.7,13.11,7316.9,0.6649,Medium
53.55,3.14,8.54,1311.23,0.4093,Low
72.19,9.39,11.2,14282.16,0.7215,High
57.73,5.69,9.17,3932.76,0.523,Low
70.2,9.21,13.2,9395.9,0.7093,High
65.41,4.59,9.93,1323.11,0.4889,Low
75.98,10.9,15.85,15601.29,0.8083,Very High
51.75,1.12,4.25,400.28,0.2515,Low
86,13.22,12.22,65518.14,0.9143,Very High
69.42,7.8,14.75,15892.14,0.7305,High
65.88,7.58,10.99,8130.18,0.6396,Medium
71.32,9.12,12.1,14517.6,0.7243,High
70.25,11.44,12.79,18447.72,0.7657,High
82.41,14.02,17.33,81939.99,0.9694,Very High
69.16,6.64,11.17,2562.75,0.5819,Medium
50.0,3.43,4.01,691.63,0.3122,Low
70.98,9.67,10.98,13627.6,0.7149,High
75.8,9.45,14.67,19068.57,0.7894,High
60.22,8.5,8.84,2640.15,0.545,Low
62.32,4.6,8.14,2228.68,0.4874,Low
69.06,8.64,12.03,7681.69,0.6753,Medium
76.45,9.63,12.18,21856.49,0.7753,High
83.32,12.97,14.59,83375.82,0.9344,Very High
57.42,3.63,8.49,875.54,0.4069,Low
74.11,7.4,9.79,5526.8,0.6396,Medium
54.0,4.17,6.14,636.39,0.3564,Low
78.92,8.19,10.03,14772.3,0.7226,High
72.06,8.78,13.11,7060.63,0.6968,Medium
64.61,10.18,8.33,5364.84,0.6177,Medium
63.77,7.49,11.74,3651.02,0.595,Medium
51.27,3.67,4.82,643.22,0.326,Low
74.46,6.97,7.98,10715.1,0.6452,Medium
57.91,4.51,10.45,2035.96,0.489,Low
48.95,2.85,4.89,752.97,0.3153,Low
69.53,11.3,11.57,6517.68,0.6949,Medium
70.67,9.36,9.88,17342.74,0.7088,High
55.06,5.03,10.75,910.96,0.4379,Low
60.47,2.05,7.88,1622.96,0.4222,Low
65.65,9.14,14.81,7729.57,0.6913,Medium
78.16,13.87,14.52,57461.91,0.9059,Very High
82.7,9.52,17.35,68773.2,0.9129,Very High
59.83,5.63,7.88,3561.14,0.5123,Low
83.51,8.94,14.62,46638.57,0.8612,Very High
76.04,8.13,13.3,12920.13,0.7401,High
58.54,5.0,13.62,2198.0,0.5322,Low
80.15,8.33,15.49,38266.97,0.8381,Very High
76.64,11.4,14.87,45034.33,0.8608,Very High
73.64,9.2,10.98,20329.52,0.74,High
80.96,11.75,15.48,61555.66,0.9075,Very High
64.1,7.12,13.45,5197.43,0.6277,Medium
86,12.14,13.76,38084.36,0.8906,Very High
72.59,10.0,16.26,33526.25,0.8232,Very High
68.65,8.96,14.99,7018.02,0.7004,High
71.76,11.04,15.3,11061.1,0.7657,High
54.29,5.37,9.5,1843.68,0.4686,Low
76.92,8.02,15.15,28547.58,0.8014,Very High
50.63,1.46,6.35,543.56,0.3004,Low
55.13,1.64,9.25,300,0.3035,Low
58.65,4.34,11.47,2495.55,0.5116,Low
56.07,3.13,7.95,396.43,0.3349,Low
79.7,10.98,13.67,54057.44,0.8667,Very High
59.88,4.3,10.79,2145.26,0.5011,Low
75.48,7.96,12.35,19382.08,0.7447,High
86,13.16,13.63,56103.77,0.9211,Very High
70.65,9.33,10.19,7411.82,0.6702,Medium
61.47,7.76,16.31,11420.11,0.6876,Medium
58.37,9.51,9.44,4256.04,0.5787,Medium
77.53,7.02,13.3,16131.46,0.743,High
51.83,6.57,9.24,1178.87,0.4428,Low
63.24,5.92,11.75,3837.89,0.5769,Medium
54.0,4.78,10.03,1264.9,0.4445,Low
65.15,5.18,14.63,3967.5,0.607,Medium
56.46,5.05,9.22,2091.62,0.4783,Low
73.76,9.96,18,25712.7,0.8325,Very High
71.55,6.41,11.71,5831.57,0.6402,Medium
82.22,10.25,14.52,50449.78,0.8752,Very High
86,13.12,15.67,72077.85,0.9536,Very High
86,12.82,15.13,87194.33,0.9464,Very High
80.82,12.23,14.47,53115.39,0.8954,Very High
60.69,6.63,8.31,4027.11,0.5404,Low
77.77,11.3,18,63492.1,0.9124,Very High
59.45,1.51,10.48,1391.75,0.4352,Low
76.69,9.63,10.56,16825.57,0.7458,High
56.41,3.98,8.87,2057.08,0.4594,Low
86,14.09,18,58247.22,0.977,Very High
70.51,7.41,9.94,7425.87,0.6419,Medium
86,12.3,17.35,34384.64,0.9231,Very High
86,10.39,18,65600.45,0.9394,Very High
77.25,10.13,14.12,29405.95,0.8203,Very High
66.18,7.46,9.28,6175.42,0.6074,Medium
65.35,3.04,11.1,4913.34,0.552,Medium
64.47,4.82,10.84,3377.04,0.5516,Medium
70.7,8.61,17.26,24769.2,0.7925,High
60.49,1.41,9.26,1116.92,0.4103,Low
56.57,4.28,7.66,828.9,0.3997,Low
57.8,4.12,11.49,1310.64,0.4691,Low
70.79,7.33,12.51,11005.79,0.69,Medium
77.78,10.54,13.33,19600.17,0.7997,High
78.65,13.14,16.16,42473.46,0.9011,Very High
80.41,8.77,16.51,29236.11,0.8428,Very High
76.18,10.01,14.62,13704.31,0.7805,High
63.84,8.41,11.8,6427.02,0.6365,Medium
84.02,9.87,13.1,21537.42,0.8212,Very High
60.34,4.78,7.65,1132.76,0.439,Low
59.34,8.32,8.42,1767.84,0.5121,Low
70.52,8.38,11.73,3996.73,0.6399,Medium
57.84,7.16,10.65,3750.68,0.5544,Medium
50.26,5.01,9.67,1220.06,0.4247,Low
60.54,4.11,7.91,815.18,0.4131,Low
79.41,12.24,14.75,48363.8,0.8871,Very High
83.05,12.44,14.15,75149.71,0.9219,Very High
53.51,2.96,4.72,593.62,0.3171,Low
86,12.89,16.04,71590.89,0.9543,Very High
80.62,10.63,14.74,25053.44,0.8408,Very High
68.07,8.24,8.21,7338.02,0.6226,Medium
70.37,9.23,16.52,14517.43,0.7644,High
67.15,4.26,9.35,1699.98,0.4996,Low
86,13.57,18,62243.66,0.9745,Very High
69.67,7.26,11.23,5477.16,0.6349,Medium
86,10.51,15.92,95000,0.9253,Very High
82.49,12.69,15.74,51934.15,0.9209,Very High
63.15,7.71,9.8,2350.93,0.5513,Medium
81.61,9.11,12.73,19833.61,0.7926,High
80.16,9.43,16.11,41718.84,0.863,Very High
59.64,6.25,7.81,1303.21,0.465,Low
80.71,12.27,12.91,62920.93,0.8869,Very High
85.71,10.52,16.84,25955.6,0.8825,Very High
75.79,12.55,15.48,36247.1,0.8654,Very High
51.98,2.83,9.31,673.49,0.3685,Low
86,13.61,14.37,56821.94,0.9349,Very High
75.3,12.33,12.52,23371.03,0.8102,Very High
59.37,8.62,13.95,5210.22,0.6249,Medium
45,4.67,9.17,722.06,0.3613,Low
58.58,5.05,8.95,1463.45,0.4647,Low
83.86,8.62,13.59,14418.05,0.7886,High
61.41,4.55,8.71,1974.15,0.4835,Low
63.57,3.9,13.25,3207.71,0.5593,Medium
84.62,14.32,16.25,60941.3,0.9635,Very High
55.58,5.14,6.09,1113.86,0.4078,Low
60.53,4.83,9.68,1892.11,0.4919,Low
81.08,13.26,17.71,92958.65,0.9575,Very High
52.55,2.47,6.02,354.18,0.288,Low
83.27,12.53,16.41,64305.37,0.94,Very High
57.57,4.81,10.45,1260.72,0.4637,Low
57.06,7.03,7.64,1638.6,0.4756,Low
58.71,3.28,4.41,652.3,0.3394,Low
86,13.51,17.11,86911.73,0.9746,Very High
85.75,11.31,16.55,57107.81,0.9292,Very High
81.72,12.37,17.74,30793.84,0.906,Very High
63.62,7.89,11.97,7331.19,0.6376,Medium
67.81,10.01,12.63,10010.38,0.7049,High
86,11.79,18,73680.19,0.9621,Very High
66.65,8.4,15.14,5986.24,0.6774,Medium
83.3,10.66,14.43,29931.45,0.8592,Very High
60.39,4.93,8.02,747.32,0.4181,Low
55.95,2.17,5.86,572.19,0.3248,Low
62.66,7.83,10.33,2013.78,0.5464,Low
63.37,5.23,9.19,2852.16,0.5255,Low
48.11,3.14,6.26,498.25,0.308,Low
46.88,5.57,5.26,438.23,0.3128,Low
68.1,5.53,11.47,9690.51,0.636,Medium
53.91,2.88,8.7,454.6,0.3429,Low
77.01,9.11,16.71,35462.15,0.8421,Very High
79.47,10.65,13.6,50611.57,0.8576,Very High
86,14.5,18,87359.41,0.9944,Very High
70.35,8.01,11.07,6477.8,0.6545,Medium
62.82,3.39,9.05,1547.49,0.4631,Low
85.58,14.5,17.96,69985.13,0.9905,Very High
61.27,5.2,9.92,895.1,0.4553,Low
55.81,4.96,12.0,2230.26,0.5051,Low
81.16,10.43,17.3,29000.52,0.8739,Very High
81.99,12.07,14.73,51244.52,0.9002,Very High
51.16,2.76,8.6,595.7,0.3496,Low
67.34,7.84,11.25,5302.51,0.6305,Medium
58.23,3.85,7.55,737.61,0.3915,Low
63.73,7.32,9.91,3670.64,0.575,Medium
65.33,9.11,9.14,7959.94,0.6358,Medium
61.19,1.57,11.05,1184.18,0.4396,Low
59.29,1.5,9.05,2367.97,0.4431,Low
45,5.23,8.5,789.73,0.3666,Low
84.39,11.41,14.97,35460.44,0.8877,Very High
67.24,5.39,12.31,7547.68,0.6279,Medium
68.95,8.29,9.65,5425.83,0.6278,Medium
65.14,7.89,14.22,5214.08,0.6487,Medium
79.34,11.43,15.97,22172.53,0.85,Very High
76.8,12.68,16.34,72706.85,0.9136,Very High
61.01,4.42,10.41,2857.71,0.5186,Low
86,12.25,10.94,95000,0.8931,Very High
72.47,12.43,15.07,49796.78,0.8576,Very High
69.4,5.27,8.94,4693.4,0.5722,Medium
